state,diet_need,day_of_week,meal_type,dish,allergens,instructions,exercise,warning
Kerala,bulking,Saturday,dinner,Crab Roast with Rice,Shellfish,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,bulking,Sunday,breakfast,Kappa Biryani,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,bulking,Sunday,lunch,Full Kerala Meals with Fish Fry,Fish,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,bulking,Sunday,snack,Payasam,Milk,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,bulking,Sunday,dinner,Duck Roast,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Monday,breakfast,Appam with Beef Curry and extra Coconut Milk,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Monday,lunch,Chicken Biryani with Ghee Rice and Fry,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Monday,snack,Unniyappam with Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Monday,dinner,Kerala Parotta with Mutton Stew and Cream,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Tuesday,breakfast,Puttu with Egg Roast and extra oil,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Tuesday,lunch,Fish Curry with Kappa and Coconut Oil,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Tuesday,snack,Banana Fry with Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Tuesday,dinner,Beef Fry with Kerala Porotta and more Beef,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Wednesday,breakfast,Idiyappam with Chicken Stew and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Wednesday,lunch,Thalassery Biryani with extra meat,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Wednesday,snack,Pazham Pori with Honey,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Wednesday,dinner,Prawn Roast with Appam and Coconut Cream,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Thursday,breakfast,Dosa with Mutton Curry and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Thursday,lunch,Chicken 65 with Fried Rice and Butter,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Thursday,snack,Sharkara Varatti (large),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Thursday,dinner,Karimeen Pollichathu with extra oil,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Friday,breakfast,Upma with Beef Curry and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Friday,lunch,Mutton Biryani with extra Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Friday,snack,Jackfruit Chips (large),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Friday,dinner,Fish Moilee with Appam and Coconut Milk,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Saturday,breakfast,Vellayappam with Chicken Curry and Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Kerala,weight_gain,Saturday,lunch,Beef Curry with Kerala Porotta and extra beef,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
